9Npy-aVIVjE_000030,"bird chirping, tweeting"
X7_JST-39NM_000020,skateboarding
CytnaxWjj_Y_000079,playing theremin
I9wgGIvMh1E_000013,cat purring
2Cs_eWFwJdE_000019,playing gong
UHwrrEDANKc_000030,playing acoustic guitar
p4WDOafMSCc_000030,people coughing
CZRPRgfwuCo_000168,vacuum cleaner cleaning floors
PQe4qlNyZGU_000043,airplane flyby
QhSZ5yXxd2c_000000,baby babbling
J2dlsrjEheA_000000,playing timpani
xJC6YmMtbVU_000030,chicken clucking
7CxM5tDUzkU_000030,"engine accelerating, revving, vroom"
oWq9dT8xT2A_000030,horse clip-clop
CUjhT_SDh2E_000233,playing badminton
4-7UT4draXM_000027,"ice cream truck, ice cream van"
DZp_ehWB-aY_000020,lawn mowing
pxwmdNxAx9M_000063,sharpen knife
7ZBnpPDkjfY_000130,people babbling
YwjF9VEDd5Q_000183,playing snare drum
7p9a3VuNxOc_000009,"playing marimba, xylophone"
_zK_zLiU0Rk_000040,ocean burbling
qJGKbFVZsRs_000011,playing synthesizer
hAxoTSuKxMg_000027,playing cymbal
oaBapy8I5xc_000180,playing drum kit
BzlsrwCuUN4_000030,playing acoustic guitar
HIeMlTCkfu0_000203,singing bowl
zAuK9_fNJmE_000026,people cheering
Mtj4Neg86Dw_000030,zebra braying
LUglEMUgvZg_000253,sea waves
b4dVaYtq3e8_000008,playing badminton
y2eaz08pkqY_000098,roller coaster running
Wv0g_XtR028_000102,lighting firecrackers
1slct4FhOdE_000030,printer printing
38k6OKJN4Zk_000044,chicken crowing
JLE1I_Lc07w_000090,elk bugling
Tz7sxp1Y4wo_000240,sailing
c-od_Fykj14_000030,"pigeon, dove cooing"
Nszf2gBWruU_000030,chainsawing trees
S0VqoUptnEg_000030,"playing violin, fiddle"
4BiAGSdG4I4_000071,driving snowmobile
yL93SHScksY_000030,sailing
78J3E5YYzRQ_000256,rope skipping
8B0vEz9UodQ_000070,lawn mowing
QGcGHwAg888_000030,people whistling
7n2jhq-wi-Q_000007,police car (siren)
B0Q-KzEsH7Y_000030,playing drum kit
DlbvsBgLBbI_000080,wind noise
31O1nfR3Td4_000050,playing vibraphone
8ei4SicQFtM_000030,"female speech, woman speaking"
HghXlPghzR8_000022,people sniggering
IymWMZl9Q8w_000143,underwater bubbling
NPQIGGlZjpI_000026,barn swallow calling
uo88SuaQ-vg_000250,playing vibraphone
57a_GPVqpXU_000072,volcano explosion
8bcddDjPcAU_000024,playing tennis
z0O5uQ8lPCI_000270,helicopter
RmGGiQMURcQ_000022,people sniggering
Of1DmFQej8M_000154,lions roaring
6wHFhrAqt5Q_000023,baby crying
MAcwlhnEdF8_000040,skateboarding
je4kHkKWAIE_000076,cat purring
jfJ-dRJgvj8_000500,playing harmonica
7A2oWvfif_E_000116,playing theremin
a-uOgPFP-z4_000099,lip smacking
F-hMBzPR7_M_000080,sliding door
AxeN3Geyzf4_000013,lions roaring
hnxOy_4M_cU_000105,airplane flyby
T6g0RTpTPqU_000159,driving snowmobile
p-DcPCo7Swo_000097,playing double bass
iXdjlkhq8HQ_000520,playing synthesizer
RKvZSjlLsec_000043,playing timbales
h-yvgtw7Rbs_000010,machine gun shooting
99cGCS0ko2Q_000120,playing saxophone
c__LqUwQHng_000010,"race car, auto racing"
TIx8m_Miwd8_000015,dog whimpering
crgnZA3Uh4g_000204,civil defense siren
78ri--fKWVo_000051,scuba diving
A7u52VP8wFc_000115,playing harpsichord
JxOl6B46SxU_000806,tractor digging
SiOg3_WN5xE_000020,"railroad car, train wagon"
zBUc-RoSCMY_000064,playing bongo
iUF52AbaK70_000221,scuba diving
C0n5IbKcGHo_000210,striking pool
goF_xQPp-7w_000040,church bell ringing
D_bCi47oGDA_000090,playing electronic organ
NbtTM4CzNEI_000000,baltimore oriole calling
8PFNX8ZCC9c_000063,driving snowmobile
VIyliuJEDJ0_000302,playing vibraphone
5c2NGBC6XVo_000030,playing electric guitar
NC-b543dAfM_000000,magpie calling
PBulpLqEAjY_000055,reversing beeps
hSZ40V0teGM_000167,playing mandolin
ilT2xn2JpEg_000046,playing theremin
T7-uNwZvyak_000060,fireworks banging
DgVxWt0RuBU_000014,playing trumpet
BMB_AHX_uzw_000030,"male speech, man speaking"
HXQ30pIb71c_000030,playing electric guitar
BOQqI7HoPjQ_000000,people hiccup
Z0ZuuFh1W9I_000129,yodelling
BvLZwKRRCp8_000030,"male speech, man speaking"
EtbvKKHnCrg_000115,francolin calling
cAX3IesXleY_000190,owl hooting
f-B5f0DlJoA_000066,bowling impact
QqogeHhVwjY_000120,"bird chirping, tweeting"
WHB1W73UBaI_000027,chicken crowing
7xrZ5At5bG4_000270,playing saxophone
0iiWcNW53Zs_000140,skidding
EdazskPLBJI_000350,ocean burbling
HYVq4q-Ugqw_000030,chicken clucking
zyFy2hQrnfE_000070,firing muskets
0H8nV7Ay46c_000110,police radio chatter
s5dmVmNyWyY_000000,chicken clucking
eMjRRoikI5Y_000207,slot machine
xwvbswtjgjY_000137,ripping paper
InWG3LmOVfs_000038,dog howling
NXnw8Vry9mM_000000,horse neighing
0JTg9MANNR0_000166,driving snowmobile
I0UEJYRpZPQ_000163,"playing steel guitar, slide guitar"
vN4nhdBCH5I_000250,people whispering
j_-7RLsxz6Q_000028,"bird chirping, tweeting"
Hum53_V1zw8_000001,wind noise
FHlR_Rcj5Mg_000110,ocean burbling
N6x0JlYlrWQ_000212,playing vibraphone
8yJFgYQh0wQ_000298,elephant trumpeting
PQ9EmxbdIb4_000007,mouse squeaking
1KoxEKZy5tI_000580,fireworks banging
cFv8DSvj-7Y_000085,people eating apple
Jtols_QhuWw_000316,lighting firecrackers
8DrIJDw3b_M_000051,dog whimpering
n0MAvZryLMg_000118,parrot talking
egCEf4ruyDI_000016,goose honking
9odh9ekQaXQ_000000,playing electric guitar
oXpgJ4JydN4_000226,machine gun shooting
ElVyBbnBsfI_000007,skiing
5Zth6XdLSYk_000280,raining
DSOadme3cM8_000040,ambulance siren
tB-LFox9Odo_000160,playing electric guitar
WXuAvj8WE0E_000138,playing bagpipes
iRNYIeFm3Ms_000009,playing didgeridoo
4aRYzKW-_Fg_000030,horse neighing
lxwuPqXxpgE_000633,airplane
sK9ToGS1uYM_000070,playing tennis
9u3WwlWxebw_000024,police radio chatter
qTRrHj-DNYc_000137,dinosaurs bellowing
YzI1clGM8vo_000095,rope skipping
9XXJhC_iE9M_000000,mouse clicking
oe_cZR1c94I_000083,playing badminton
LuDLuR0QBrM_000063,typing on typewriter
YPk72MikNr4_000618,people eating noodle
1SD1j4n5aUw_000038,train wheels squealing
i3FIAR0bfBM_000104,yodelling
ZmoQ7VpgBv4_000210,eating with cutlery
KHtiuxSR_xI_000210,ocean burbling
FVzfiie_6jk_000490,sailing
5ACr9SkgYg0_000561,woodpecker pecking tree
nKsc9u-idBo_000230,people shuffling
nQ7hR5McjFU_000105,typing on typewriter
Q1afTFJ_yzs_000031,dog whimpering
Xrls3EEIqj4_000380,eating with cutlery
MuTir8zlstg_000007,lions roaring
AX_4prhnclo_000149,mynah bird singing
peuJ-jxPvBc_000000,child singing
JMCJyxSbb6M_000260,"railroad car, train wagon"
_SgSSUvMfMU_000030,playing drum kit
Q4Axv0YZGcQ_000077,basketball bounce
OIsQtwpM1CU_000030,playing cello
_Sb0QLgUCAI_000029,playing hammond organ
aX_ET3-cQ9o_000010,"race car, auto racing"
r3DL9EQ1T_I_000612,arc welding
7JJJWfgdGjI_000299,fire crackling
5sw1tNeJ0Rw_000017,blowtorch igniting
8M77kJg4U_c_000170,playing cello
KjRE7MS5rzo_000100,stream burbling
LWUlE0v0cRM_000086,cap gun shooting
1_Wdqzq8bs4_000070,typing on typewriter
uVRqweOo2N4_000050,driving motorcycle
SQt0fMAmvR8_000250,air conditioning noise
_qXIu-WPMDg_000003,baby crying
frqZ2On2ZUI_000077,people cheering
5Zzthqc_ln0_000017,machine gun shooting
GxX4LeyzwLA_000061,playing tympani
98Nc3x8U1JI_000187,playing badminton
GT2frI8BMMM_000013,"vehicle horn, car horn, honking"
cJdxY_mEiUg_000070,driving motorcycle
xntGGdpUmSA_000010,playing trumpet
BfgRJW7HVQM_000049,woodpecker pecking tree
FxeXCOUVGRA_000001,writing on blackboard with chalk
9n7DbMA6b-U_000410,skidding
CNX7DluUdyg_000010,"railroad car, train wagon"
f-gUF-uWx2o_000370,playing synthesizer
OrqIy-J-sfQ_000016,woodpecker pecking tree
61RqiDDzQRE_000071,sea lion barking
eaYiV8B__HU_000087,striking bowling
q0yTB0acNd8_000325,slot machine
j7nuBCwNXws_000070,chainsawing trees
kD6azp2IhfM_000005,gibbon howling
8ICb3Gt0_Q4_000120,"rowboat, canoe, kayak rowing"
Ce09mKzzlmA_000280,people whispering
ezgaXU0ErlM_000059,playing cymbal
gs20o_SBuUk_000010,playing acoustic guitar
oyEb3C942YI_000053,scuba diving
UWGTEGIPuxk_000080,pheasant crowing
U_pgeDewB4k_000030,skidding
IhfmN-OT2C8_000046,skiing
XpHf24PQTOA_000028,"playing steel guitar, slide guitar"
xJsGmj4_BPs_000031,black capped chickadee calling
fHnT48Ke_lE_000160,"bird chirping, tweeting"
4EZry32QHno_000356,playing tabla
WM44aqAU8rw_000703,forging swords
DpEnlIsRlX4_000062,playing tuning fork
d7mYurmPZ4c_000070,playing banjo
VTiehKiZA6A_000013,playing french horn
12LeM3284C8_000028,waterfall burbling
1YqmTvXOwKs_000246,church bell ringing
WCQFDuYl8a4_000120,car engine starting
VE5lF6WFhes_000144,barn swallow calling
2pEVnMAw8Hs_000390,male singing
A7BqSNOZlbg_000045,playing harmonica
dP9kfNvHWOw_000115,pheasant crowing
Mvr65ks2UYU_000134,"playing marimba, xylophone"
rM9Amtz0UzE_000030,"playing violin, fiddle"
gpCURo8_zwk_000025,playing ukulele
aGOCHi_DVsA_000001,elephant trumpeting
1LzDdG0rn9o_000030,"female speech, woman speaking"
K1hGEkFnt7U_000058,playing tabla
H4n89RFDBSw_000115,airplane flyby
cFQDMrNn2n4_000108,train whistling
Rwb2WMcAAus_000049,playing tabla
aoXH6X4p6Qk_000057,people farting
P-w1bgU08t4_000086,playing didgeridoo
8-iENHTlPlk_000110,eating with cutlery
7CgYJR4MOLw_000005,mynah bird singing
3HTL5bQvsDk_000030,female singing
U4q6QbELx1s_000061,beat boxing
RFRzZQAFx4E_000030,playing banjo
C0N-_3Eo00s_000102,playing castanets
lL-S5MIKA5U_000020,sliding door
vNs6xDVNwHo_000000,playing harmonica
crHYPpa1JWA_000070,"railroad car, train wagon"
4OgyY4kz1y4_000259,people slurping
50Zxh_9HGWQ_000000,people sniggering
JA1Afi7pliM_000030,"engine accelerating, revving, vroom"
IS8lKrd6FNU_000030,"pigeon, dove cooing"
HoG5GIRYhfA_000138,blowtorch igniting
UXTTFMsTj7k_000030,typing on computer keyboard
v-ySBlhCLak_000130,playing harp
XM1jvGJDmfE_000128,female singing
hPh9uQIJbM4_000030,"rowboat, canoe, kayak rowing"
pRSLb0XogD8_000567,bowling impact
p-Z2MxCooxM_000000,playing french horn
p2iFr6ZnmyM_000146,people whistling
IGwZbtXCaFM_000030,horse clip-clop
3Pggc-avPSo_000015,dog bow-wow
4Iv6f3AaAo8_000030,waterfall burbling
clBtYo-ufbw_000139,playing hammond organ
44oMMylu7o8_000056,cheetah chirrup
1JMgZaCb9WM_000204,playing steelpan
GoaC-XTgIS4_000043,roller coaster running
VkBDSMp5Y84_000210,people cheering
WJhzJHZ0Rfo_000030,"playing violin, fiddle"
mA10FXDl07o_000025,mynah bird singing
JVbt3HMg0no_000036,magpie calling
JYzentxQJik_000140,"child speech, kid speaking"
_7GnnuKVVCM_000023,"engine accelerating, revving, vroom"
RgiM_kC4tdM_000017,gibbon howling
xmwQyKf5qIA_000051,woodpecker pecking tree
ahOvnUn1o5g_000000,crow cawing
N2MO1nZXdAc_000015,people booing
asjF8Zrv114_000303,civil defense siren
jUboD2_KnMA_000030,playing flute
Irg1pyjumAc_000190,"male speech, man speaking"
3hWaCU6FVlY_000030,playing bass guitar
OEK_vIODM-c_000030,"playing violin, fiddle"
Yk1_O1SvfRs_000046,cap gun shooting
MW1TsuXzkY4_000022,playing glockenspiel
4EULWLB1R_Q_000000,splashing water
ZkKkP40EDv8_000003,playing vibraphone
VbyPqOhrP38_000535,dinosaurs bellowing
7eMF2dZCkq4_000020,playing trumpet
9SpgSncP5Bo_000030,playing drum kit
FwVYN4Oiu-8_000114,parrot talking
Nvd20s-PRYI_000068,singing bowl
O1IXhaHsHmo_000050,driving motorcycle
evqeNCR2fuw_000083,people nose blowing
EqEjeB-bybo_000033,typing on typewriter
PrEr8GiX1kc_000080,playing trumpet
S4qfd0O2CR0_000191,eletric blender running
TeNs7NmFSlE_000092,playing flute
OV4hdx9uVI0_000049,airplane
x5I-Me-iGAM_000056,cuckoo bird calling
5TIz97kkwE8_000030,dog bow-wow
pdNKTuKM2k8_000013,penguins braying
iekf8109w1E_000001,car engine knocking
l5m4Y9FCKwo_000356,people eating apple
g62zsf2KKg8_000030,playing harpsichord
GFUqS6QbLgY_000405,plastic bottle crushing
zTv9r65RQeY_000095,typing on typewriter
70piceo6SG0_000085,people sniggering
aWFn2gNF0Lk_000173,people sniggering
FvcBxODB4Ew_000192,playing zither
Yvx9iGdJaWA_000040,dog growling
f_Dv6ruv5p4_000016,cat hissing
3YemLVE5qJg_000006,male singing
7UUZFpn_jSc_000000,church bell ringing
A7vug1WTW8E_000050,"playing violin, fiddle"
WvsAMgCW2No_000021,"alligators, crocodiles hissing"
LcdryGfdpNI_000017,police car (siren)
BFnWuw4dAGk_000070,lions growling
FZYUucob2T4_000040,playing badminton
0yFn6hHkEMI_000170,orchestra
2m1bZo3WKMo_000180,playing hockey
8E9Mca5w-fQ_000178,francolin calling
17VhPvr2ADU_000500,"race car, auto racing"
gL26mq5sgC8_000030,people sniggering
gLHrk7-IaSo_000040,baby laughter
g2gNijzUT8c_000272,playing theremin
E21YBqERLQE_000205,tornado roaring
r6n7NrInetM_000050,orchestra
iCv4MwoPpVk_000048,sliding door
Qc_DdT79O3E_000140,female singing
KEtvWCfwpn8_000464,baby laughter
7gWW4enmqnQ_000064,"playing steel guitar, slide guitar"
K0UeV8U3ryM_000010,splashing water
ZT3X1fYFViE_000966,"alligators, crocodiles hissing"
5QBD2P6yCo8_000210,people sneezing
C6iUdK1ngiQ_000020,playing bass guitar
AUfcSLT5JpI_000072,playing bongo
5aeS5YhLLaw_000119,baby babbling
OVbXuLhwamE_000044,"cattle, bovinae cowbell"
pyseqxZqR_s_000220,orchestra
fW1e088ORHE_000089,playing saxophone
ni3WP1b8zik_000279,people eating apple
KHxjrLU2pSY_000112,yodelling
obu1rPtyB10_000065,skiing
YVMYHZ4Hx8I_000024,missile launch
WSNknB6NNFU_000030,people crowd
CAwP1D4vHKc_000023,fire truck siren
eM0NG98ikGY_000153,fire truck siren
DntEcgqcM_Y_000360,police car (siren)
GbzU4Pjyap8_000018,lathe spinning
cZQjy3idvUM_000296,toilet flushing
mn6oiVizbBA_000480,sailing
EbnPPw9P3MQ_000409,snake rattling
CyHcfIABscw_000310,people sniggering
4f1R36qriMc_000020,chainsawing trees
8UTc7ngup8E_000064,hammering nails
ABzpZ5Pe7EE_000005,skateboarding
iXD_P7qIfmI_000125,people humming
P3ZXktbwKJI_000146,skateboarding
WnWIHLNe_ig_000061,sliding door
7P6STif3WqU_000030,people sniggering
1qWOd0HKBsU_000103,train horning
BGmb1om_89g_000070,"race car, auto racing"
Z_mqWXwfUzM_000000,people sneezing
AqRtUNkGG58_000030,toilet flushing
j01oOYb4wRc_000060,playing drum kit
hxYdDv0uUiw_000000,playing squash
qwjnCp09r3U_000030,orchestra
WTwwS6vDKPk_000043,playing hammond organ
kOvlFDAeiDA_000090,waterfall burbling
9vchqtN1KQs_000060,playing cymbal
5mYBdFRmDkc_000030,sailing
Y8MXcnVlxIs_000008,"bee, wasp, etc. buzzing"
fWFteeVAj1A_000000,playing bugle
mLT8t3il0qA_000040,driving motorcycle
5YBHMpTikJY_000041,roller coaster running
26uOQOkCbOI_000017,"vehicle horn, car horn, honking"
UreE2Bi8jbE_000679,cap gun shooting
EpGoHekz17M_000011,rope skipping
bjVnG7ofQQw_000000,"race car, auto racing"
kUvvsIW_pMI_000499,chainsawing trees
GmYQ440ed48_000217,canary calling
joQ0iPuXrjQ_000038,typing on typewriter
AFmF56HVvVg_000151,cat purring
ipO62mI7oe4_000033,playing accordion
f1QESaeUZXw_000012,missile launch
nJlWET2DYHg_000030,"race car, auto racing"
juuvYXEabD4_000001,vacuum cleaner cleaning floors
p6BOSn-jdH8_000036,people slapping
Pw9ltn1Jt2Y_000180,wind noise
lFMroIr7UfY_000053,cat hissing
9pirwVkSxZQ_000030,sailing
GD3bzCHkpTA_000082,playing clarinet
2bNdjX930lE_000084,blowtorch igniting
qaJJcybJ4XI_000080,lawn mowing
QaK3FoewcjM_000007,playing bugle
n7_CLpzRYiU_000100,people babbling
tKzdvxKtUlk_000167,raining
Z1Q_IEaoiTE_000230,people whispering
Zgy_LtTwJtE_000106,playing cello
5KmJdLOwRpI_000030,wind rustling leaves
SeoAD5vQY3A_000167,car engine idling
BAVcDUnhv9U_000174,playing electronic organ
CN0qhAFvzH0_000087,people humming
IM3XAO8xzzU_000240,playing synthesizer
_jqxy8ENmpQ_000227,playing didgeridoo
3E0xJZl6tJQ_000011,crow cawing
QIAVe9R6iFo_000000,playing bass drum
_ML3UsF613w_000007,firing muskets
FOIr0siM2Nc_000528,bowling impact
OpGMzKpWtSM_000010,police car (siren)
Ieoyx4Hkaoo_000316,"electric shaver, electric razor shaving"
DXKw_eTEt3Y_000120,people whistling
NB5zy3MFXIQ_000018,playing banjo
Hvai5hF7BDE_000070,people sneezing
dTbq0LFV6wM_000032,playing bugle
9UKEAxNYU8E_000119,people battle cry
AxnmvdsebF8_000135,playing trumpet
A74lbeD1k1o_000102,wind rustling leaves
7Ji4oMkdo5E_000000,train horning
FLJTIUfOe-c_000030,playing flute
wkJh4kvkRNc_000020,horse neighing
fkIJhnb9uuU_000004,people giggling
LOLFOiNiS1o_000077,sharpen knife
bBMcsO6IeDE_000021,lions roaring
JjZNmhJ8Xu4_000040,driving snowmobile
nAtvzIyRwnU_000100,playing saxophone
bO7W8K3_2Lg_000030,civil defense siren
BRohbLuPyMw_000043,people booing
rptuQvh02F8_000090,waterfall burbling
HZf-xTiPeS0_000011,striking pool
4N-nt5AVINM_000029,dog howling
BschKmTilLA_000152,people sneezing
R_9n8GYX9AI_000016,horse neighing
hbapY_ACX2o_000349,bouncing on trampoline
uMbiiJvzAa4_000041,playing tabla
TzDUU9DAHTw_000020,scuba diving
95qTRcPkLl0_000174,playing bass drum
D9amuMcOin8_000030,horse neighing
ryJ1VHo_UiY_000048,beat boxing
EMn6GIEwv4Y_000081,playing bugle
wKxBsikHUZg_000009,canary calling
26q4l9sxUKY_000036,chipmunk chirping
DAbQt5PSkwk_000000,cap gun shooting
JfW2UYXZI6U_000352,vacuum cleaner cleaning floors
bdxfeu_O44A_000155,tractor digging
7DKt3Bo1pEA_000030,"motorboat, speedboat acceleration"
PiiEjFXwnDg_000038,missile launch
iT60_xVKdg8_000158,dog barking
EesIdQFRBZE_000189,playing vibraphone
nmQjrR_0TBg_000020,typing on computer keyboard
aUiSdiYKKCU_000029,horse neighing
LfznfMigdHQ_000320,orchestra
b6Q7wYZv4Gs_000310,lawn mowing
_GUNWYOeogk_000066,lathe spinning
0QdW02J2hRQ_000326,cow lowing
wyZzPMbyjuA_000030,wind rustling leaves
muQxkt2Mle4_000030,playing saxophone
2eAheUWCOjU_000001,"vehicle horn, car horn, honking"
M_jrcLT-858_000050,playing saxophone
ezUFHydVzLE_000120,police car (siren)
5P8VVg0H0pM_000152,people eating crisps
v6Mt-X4JNxI_000038,church bell ringing
gz4uElbf9RI_000010,tornado roaring
218WxKE-HeY_000265,beat boxing
lc_PKR-nqBQ_000054,playing congas
Aub4dJ-SZpY_000005,playing tambourine
4CKQdo1ppjs_000000,telephone bell ringing
Y3w1owDuXr8_000010,people babbling
A1fPNYE3TU4_000311,tractor digging
CI2Hh36KS4U_000010,lawn mowing
yDd_e3mPbyg_000570,helicopter
M9KoxhMj-oM_000370,people slurping
lT5gqOEBjMc_000220,people eating noodle
qx-do-TGnP4_000044,dog whimpering
pJQZXmhfAcE_000130,orchestra
JdE-gQdZA0Q_000020,slot machine
ygOHZ_55jME_000133,"electric shaver, electric razor shaving"
53QEev14w2E_000012,typing on typewriter
mzzbl7X37RI_000221,cap gun shooting
uMtnAHpGlhw_000150,"child speech, kid speaking"
7bO0qX3IQjM_000001,dog growling
eCL5YjdWEr4_000030,dog bow-wow
aKqw1r_K2Ic_000053,playing didgeridoo
75PEVQt1cQQ_000190,helicopter
c5mfSaWO7TQ_000230,chicken crowing
avfNGRfjAjo_000137,playing mandolin
eAHDOCVNqlA_000030,playing piano
MmiAwvIQeRY_000151,playing timbales
YX6ipGI-Qxc_000020,playing banjo
g7Rs34ghkRM_000110,popping popcorn
8d3DAWRL7OE_000201,playing timpani
xgFSHUF0Qbg_000190,"playing violin, fiddle"
zOaHokuavzQ_000087,striking bowling
u-5i_lCCH-M_000012,black capped chickadee calling
dGEhgz_RwUA_000021,playing bongo
jt126UhBCSU_000370,playing electric guitar
WpQHQeY43zo_000058,playing accordion
aEweYcCGvkU_000000,people coughing
ko44RTB8gMY_000153,tap dancing
lJttl0v_068_000000,civil defense siren
xoQum0B1HKE_000114,dog howling
lIpe6IgLUlw_000036,playing timbales
OIeyYgZknyM_000080,"playing marimba, xylophone"
0ZEPdAyz6Sg_000030,"bird chirping, tweeting"
ii6jZ2dOjiA_000050,people farting
zBH6zQ8CbhY_000030,people shuffling
fw_ax5zqw9g_000100,dog barking
8K0YTy9-QBw_000112,playing erhu
oE6yzyNgVsY_000030,splashing water
EWa3Sn05r9s_000077,lions roaring
d8Xr-2bVLF4_000052,pheasant crowing
O5qQQtqjvLI_000018,dog whimpering
Pgm0bybZZZ4_000030,"playing marimba, xylophone"
nBc9OwZZsvA_000000,reversing beeps
i1fLd18q20U_000013,playing guiro
Q_trmJ0dRO0_000003,playing guiro
5G1PUkiCBbU_000184,planing timber
rZB4uzMxOuA_000104,playing snare drum
etcezCPWyqw_000065,sea waves
0vCmprx4cfE_000025,playing cymbal
3nkcxJ9bheI_000009,car engine knocking
ZTWmIBCBt5w_000027,train wheels squealing
x4j65GSVaTQ_000089,hedge trimmer running
zg9Dmym6jGg_000016,people cheering
P6j6lQVm8qM_000051,playing cornet
a3rQHfrd94U_000000,cow lowing
J2UYY8l-i2M_000200,stream burbling
SLx_FzNfOTI_000067,playing bongo
N4ypckcQyNw_000355,people burping
Mzrlxd5MWn0_000030,"playing violin, fiddle"
nTfeQ5Xsw14_000090,airplane flyby
Z9zVVzY34Eg_000030,playing french horn
uKuMokmDWKM_000010,sailing
5i4HP0_cszg_000030,"playing violin, fiddle"
OFXEqM2yVoY_000159,cap gun shooting
_6DJ71Wemzg_000170,playing bass guitar
N64HKBov-dE_000020,airplane
MRfWuurA5YY_000027,horse clip-clop
ikY-mwUoGSE_000030,car engine knocking
P8c3ZJ1vJF8_000030,sheep bleating
o9KKGeywjjE_000021,sailing
crSi9IxPfYA_000414,playing double bass
ysGBO2AX8jY_000030,"engine accelerating, revving, vroom"
d13CBQn9Idk_000275,playing sitar
5jl2mBBPgWg_000030,"male speech, man speaking"
kKjWdZlEkgo_000057,tractor digging
a9FVxRoUNd4_000004,cow lowing
81ACguOEqoM_000042,"electric shaver, electric razor shaving"
HeZzSAhK8J0_000047,mynah bird singing
IiXJj6fzNV8_000338,splashing water
ce4iEtOLsSo_000030,ambulance siren
Q8B0zW15-T8_000180,playing drum kit
d2jIeIvo79E_000042,warbler chirping
hOEM3nT38fc_000000,playing saxophone
IRsH88nGQgc_000136,golf driving
